customerNickname,helpfulNo,helpfulYes,imagesCount,languageCode,postedDate,productId,ratingValue,reviewText,score,Mask_Name,Type,Size,Design,Pack,product_price
iHerb Customer,0,0,0,en-US,2021-01-30,102455,50,"Very nice mask. It easily fits in your pocket and there is no danger of stabbing, because there is no wire like other masks.",1611986461.055,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,ru-RU,2021-01-25,102455,50,"This mask is small and does not fit the face tightly. In general, she breathes normally. Made of cotton, wash well.",1611976143.27,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,en-US,2021-01-24,102455,40,"Маска, в принципі, класна. З приємної натуральної тканини, тонесенька. Але!!! треба знати, що після першого прання вона значно не зменшується в розмірах. Підійде на дитину або дівчину з маленьким обличчям. Тому, для маленького лиця - 5+++! Для стандартного дорослого - 4 не через якість, а саме через розмір",1611862563.7,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2021-01-27,102455,50,"I gave the mask to my friend. It is stylish, dark gray, goes well.",1611748437.99,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2021-01-27,102455,50,Good product for daily protection,1611722105.602,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ru-RU,2021-01-25,102455,50,"A good mask for those who are forced to wear, but do not really want to do it)). Because it is small and a lot of air passes).",1611603734.772,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ru-RU,2021-01-24,102455,50,"The best mask for a small face - gray, breathes well",1611490027.415,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2021-01-23,102455,50,I gave the mask to a child. It is comfortable and looks good.,1611431275.787,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ru-RU,2021-01-21,102455,10,"I didn&#39;t like the mask, purely nominal, and small",1611228836.486,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ja-JP,2021-01-21,102455,50,Use it with your usual mask. It is safe because there are no gaps. The design is also nice.,1611199080.039,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ar-SA,2021-01-18,102455,10,The muzzle is small and presses on the tear,1610943404.748,Now Foods, Face Mask,S_M,Grey,1,2.95
GoldenElephant,0,1,0,ru-RU,2021-01-13,102455,50,"I took it for a child, it will not fit for medium and large face sizes.",1610935068.363,Now Foods, Face Mask,S_M,Grey,1,2.95
omilla,0,0,0,en-US,2021-01-13,102455,50,"Very comfortable mask, although too small for an adult's head.",1610499964.811,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2021-01-06,102455,30,"A bit flimsy, but it works - not my favourite mask.",1609901883.375,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2021-01-03,102455,50,Good I will reorder ,1609683180.499,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,he-IL,2020-12-29,102455,40,"Great for my girls, not suitable for men",1609621986.065,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ar-SA,2021-01-02,102455,40,I like to buy it refreshing again and again,1609607778.013,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,1,1,0,ru-RU,2020-12-25,102455,20,"In principle, at first it seems that the mask is not bad ... But there is still space below the chin, and most importantly, above the nose, it does not fit it, there is no wire inside. Thus, the effectiveness of this mask is minimized. It can be put on, like you have a mask on your face, but in fact it is almost useless. I do not recommend buying it .. it is very narrow and does not fit the nose well, hangs like a rag.",1608917915.277,Now Foods, Face Mask,S_M,Grey,1,2.95
ElenaV,0,0,1,ru-RU,2020-12-20,102455,10,"After washing, the mask &quot;sat down&quot; very much. May need to be hand washed in cold water.",1608480709.1,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,ru-RU,2020-12-14,102455,50,"The face does not sweat under the mask, this is a huge plus.",1608314016.996,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ru-RU,2020-12-17,102455,40,"Stylish black mask from Now Foods, black. I liked the mask.",1608206364.294,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-12-17,102455,10,I think it’s a kids mask. Didn’t realize ,1608205339.647,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,en-US,2020-12-12,102455,50,"You can adjust the straps so it won’t pull the ears. I really like it. Careful if you’re buying it for a man, might not fit",1608138602.764,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ar-SA,2020-12-15,102455,50,Practical and looks good,1607991246.555,Now Foods, Face Mask,S_M,Grey,1,2.95
Mhholding,0,0,0,en-US,2020-12-13,102455,50,Good mask,1607896075.623,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ja-JP,2020-12-13,102455,50,It is lighter gray than the photo. I was fine but may be small for men. It looks cool and very satisfying! Made of organic cotton. It feels like natural cotton rather than a slippery material.,1607853774.765,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,1,ja-JP,2020-12-13,102455,50,It may be small for men. Easy to breathe and gentle on the skin. I also like the gentle gray. The adjustment of the string is also good. The logo was on the upper left. I always fold it in half and iron it.,1607821793.136,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,1,ru-RU,2020-12-08,102455,50,"The mask is good, dense, I wear it with pleasure, by pulling the straps you can adjust the size",1607776124.649,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-12-12,102455,50,Excellent!,1607761224.267,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ru-RU,2020-12-10,102455,50,"Reusable mask. I liked that you can adjust the size of the cords, but the fact that they don&#39;t stick out very much.",1607643332.876,Now Foods, Face Mask,S_M,Grey,1,2.95
MisterKot,0,0,0,ru-RU,2020-12-10,102455,50,"The mask looks darker here, in fact it is gray. It is quite comfortable if not worn under a hat, but with a hat for my ears it may not be very convenient for me, I have to wear a regular medical one, there are thin straps.",1607632215.801,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-12-10,102455,50,You can breathe.,1607599558.56,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-12-10,102455,30,"Quality is ok. 100% baumwolle. 
 but size is too small, even for a small women. ",1607596186.904,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ru-RU,2020-12-05,102455,20,"one fold is not enough for comfortable wearing, and advertising somewhere wrote that it was linen, but in fact it was cotton",1607192532.246,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-12-05,102455,10,Can’t figure out how to use it... and it looks not a good enough quality ,1607171787.976,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,2,2,ja-JP,2020-11-25,102455,20,"People with sensitive skin should stop buying. It rubs against the cheeks and causes rough skin. Also, because the length of the mask is short, if you cover your nose, your chin will come out, and if you cover your chin, there will be a gap next to your nose.",1607041019.112,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,en-US,2020-11-29,102455,20,"way too small, can only fit small faces",1607029318.276,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-12-03,102455,20,"I like that it's organic cotton. The mask is grey.T he material seems breathable (more breathable than polyester). Will have to try to see how long this mask lasts. 

Edit: i thought it was fitting me initially, but now that I tried again before going out of the apartment, i realize it's too small. It's a child's mask, or for an adult with a tiny head. 
Thumbs up if you want more sizes available ! :)",1606986362.728,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,en-US,2020-11-28,102455,50,"the mask is grey, but i like it so it's okay. good fabric too, hairs don't stick to it either.",1606916030.945,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,ru-RU,2020-11-27,102455,40,"A simple but cute mask. It is multi-layered, inside between the fabric there is some kind of interlayer (filter?). How she will behave after washing, I don&#39;t know yet.",1606849939.46,Now Foods, Face Mask,S_M,Grey,1,2.95
AstroNut,0,2,0,en-US,2020-11-20,102455,10,"The mask is made from loosely woven cotton, so it is useless as protection against viruses. It's the sort of a thing that's usually given away for free as a promotional item, but even if I got it for free, it would go straight to the bin.",1606674570.028,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,1,0,0,ru-RU,2020-11-30,102455,50,Thank you very much for the clear and fast delivery! I will make more orders.,1606335802.328,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-11-24,102455,50,Great ,1606214642.209,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ru-RU,2020-11-23,102455,50,Greyish reusable mask. Made of cotton. Not a lot came with a smell. The smell disappeared after washing.,1606148011.267,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-11-23,102455,50,it’s good ,1606103845.949,Now Foods, Face Mask,S_M,Grey,1,2.95
AlekseyMoscow,1,1,0,ru-RU,2020-11-22,102455,30,"A small linen cloth for a little face. Pretty. Good - material and price. The purpose of this product is not clear, but okay, let it be))",1606036727.789,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-11-21,102455,20,"The mask is not too small for my face, but there is only one fold in the material for expanding the mask around the nose and chin, so it does not actually cover enough to use it and be protected.  If they had added just one more fold in the material to allow for the nose and chin, it would be perfect for small & medium adult faces. This could be for children if you add your own nose wire to help the mask shape the top of the mask.   ",1605938958.673,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-11-20,102455,50,"It's light, comfortable, and quick drying. The sides adjust for the perfect fit. ",1605906843.242,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-11-20,102455,20,Uncomfortable ,1605832350.4659998,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,1,en-US,2020-11-18,102455,50,Great value for money! a bit small for my face but comfortable and looks nice.,1605687994.931,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ja-JP,2020-11-11,102455,30,I want a slightly larger size.,1605068574.5,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,en-US,2020-11-09,102455,40,More useful for smaller faces.,1604942555.105,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,0,0,ru-RU,2020-11-08,102455,30,"Sewing up somehow wrong, little bandage. But the linen material is very good",1604822207.302,Now Foods, Face Mask,S_M,Grey,1,2.95
Read more reviews,0,2,0,en-US,2020-10-27,102455,30,"The mask is a little too small or I have an oversized head LOL
It also doesn’t cover the face from nose to chin or it’s my oversized head again.
But it is a shipping saver 😉",1604614561.028,Now Foods, Face Mask,S_M,Grey,1,2.95
iHerb Customer,0,1,0,he-IL,2020-10-27,102455,50,Very pleasant on the skin. There is a mechanism that you can put the mask on so that it does not hurt the ears,1604199726.885,Now Foods, Face Mask,S_M,Grey,1,2.95
TMC,0,8,0,ru-RU,2021-01-25,103205,50,"Very comfortable mask. This mask is designed for fairly large faces. It turned out to be a bit big for me, but this is not critical. I liked what comes in a separate package. It is easy to breathe in it. I&#39;ll order a couple more.",1614687501.927,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,6,0,en-US,2021-01-18,103204,50,"These are good masks. They're packaged nicely in individual packages, so they're nice for keeping in your purse or in the car. They fit nicely and are breathable. My face is on the smaller side so I did have to make knots/loops in the ear loops to adjust the size, but when I did they fit closely on the sides, the chin, and around the nose  like they should without feeling uncomfortable. ",1613267837.726,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,25,50.19
iHerb Customer,0,1,0,ru-RU,2021-02-05,103205,40,"I like these masks, the only negative is that the mask itself is large, but this is not critical. It is quite easy to breathe in it, there is no feeling as if you are suffocating. The rubber bands on the ears are not hard, there is no discomfort. The glasses do not fog up when worn, which is not the case with many other masks. If my review was helpful, I would be immensely grateful if you click YES. It&#39;s not difficult for you, but I&#39;m pleased))) Thank you!",1612914469.097,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
emmaiherb,0,4,0,ru-RU,2021-01-22,103205,50,"Very good mask, neat. I think this is more of a summer option, I liked it. Recommend.",1612888116.026,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,en-US,2021-02-06,103205,40,Korean KF94 mask is good especially for girls who will wear make up to work every day. 👍🏻,1612654979.723,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,en-US,2021-02-06,103205,50,good,1612654568.035,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,en-US,2021-02-06,103205,50,Equivalent to FFP2. Very good price,1612628235.698,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,ar-SA,2021-02-06,103205,50,heroine,1612608313.841,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
teymiah,0,0,0,ru-RU,2021-02-06,103205,50,Great mask,1612577295.463,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,en-US,2021-02-05,103205,50,fit well,1612562714.138,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,ru-RU,2021-02-05,103205,50,"Nice mask, just keep in mind that it is L size. Be healthy!",1612556607.799,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,ru-RU,2021-02-05,103205,50,"Nice mask, tight.",1612551428.533,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,en-US,2021-02-05,103205,50,"I was testing several brands of disposable masks and these were comfortable, easy to wear and I feel same wearing it.",1612542487.316,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,ru-RU,2021-02-05,103205,50,"great masks, good protection, comfortable.",1612532352.818,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,en-US,2021-02-04,103205,30,"These mask were a little too lose on my face. Rather than fit my face they are stiff and seem to just sit on my face. They would probably be a great find for someone with a bigger face, I’m a slender female 140 lbs. if that helps any. I will stick with the mask that I have been getting here and pass these on to my husband, son or neighbor. They are constructed well and offer good coverage. I will have to see how they hold up to the washing machine, because even though I buy disposable mask, I will wash them in a lingerie bag and wear them under my cloth mask when I want to be extra careful. I’m not saying this is a good idea for others or even myself, but it seems to work for me. ",1612475153.519,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,fr-FR,2021-02-04,103205,50,i will recommended the biggest package,1612467381.59,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
iHerb Customer,0,0,0,ru-RU,2021-02-04,103205,50,"The mask is excellent, the main thing is very relevant at this time. I protect myself and my family so I ordered it for all family members. But this one fit better for her husband.",1612460636.145,Hwipure, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,2.95
